EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,retirementType,resignationReason,YearRT,Month
774,2015,46,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,1,4,4,3,3,1,Resignation,Others,2016.0,12.0
775,2015,39,Non-Travel,Research & Development,2,4,Medical,1,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0,1,1,4,2,3,1,Resignation,Salary,2016.0,2.0
776,2015,31,Travel_Frequently,Sales,2,3,Medical,1,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7,3,2,3,3,3,1,Resignation,Stress,2016.0,7.0
779,2015,31,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2,2,4,1,3,4,1,Resignation,Stress,2016.0,7.0
782,2015,34,Travel_Rarely,Research & Development,7,4,Medical,1,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2,1,3,3,3,3,1,Resignation,Salary,2016.0,7.0
799,2015,28,Travel_Frequently,Research & Development,2,3,Medical,1,Male,1,Research Scientist,Married,22740,3,Y,20,8,1,5,5,3,1,2,1,3,4,3,4,1,Resignation,Stress,2016.0,3.0
800,2015,29,Travel_Frequently,Research & Development,28,3,Medical,1,Female,5,Research Scientist,Single,44340,2,Y,17,8,3,7,1,5,0,0,1,2,1,3,3,1,Resignation,Stress,2016.0,5.0
801,2015,34,Travel_Rarely,Research & Development,7,1,Medical,1,Male,1,Research Scientist,Single,62880,0,Y,15,8,1,16,2,15,10,10,1,2,4,3,3,1,Resignation,Others,2016.0,7.0
803,2015,24,Travel_Frequently,Sales,3,3,Life Sciences,1,Male,2,Research Scientist,Single,76540,2,Y,17,8,1,4,3,0,0,0,2,1,2,2,3,1,Fired,Not Applicable,2016.0,1.0
811,2015,28,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,3,1,2,3,3,1,Fired,Not Applicable,2016.0,4.0
820,2015,29,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,2,Research Scientist,Single,109340,6,Y,17,8,2,11,2,9,0,7,1,1,1,3,3,1,Resignation,Stress,2016.0,6.0
826,2015,40,Travel_Rarely,Research & Development,2,3,Medical,1,Male,2,Research Director,Single,47750,3,Y,15,8,1,15,3,5,1,0,4,1,1,4,3,1,Resignation,Others,2016.0,3.0
828,2015,31,Travel_Frequently,Research & Development,29,3,Life Sciences,1,Female,2,Healthcare Representative,Single,25150,1,Y,14,8,0,7,3,7,7,7,4,3,1,2,3,1,Resignation,Others,2016.0,11.0
849,2015,30,Travel_Rarely,Research & Development,1,3,Other,1,Male,3,Sales Executive,Married,179240,1,Y,13,8,2,10,2,10,6,7,2,1,3,3,3,1,Resignation,Stress,2016.0,5.0
853,2015,35,Travel_Rarely,Research & Development,2,3,Medical,1,Female,1,Research Scientist,Divorced,25320,1,Y,13,8,0,1,2,1,0,0,1,1,3,1,3,1,Resignation,Salary,2016.0,7.0
854,2015,53,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Male,2,Manager,Married,25590,0,Y,25,8,0,34,2,33,1,9,3,4,3,3,4,1,Resignation,Salary,2016.0,9.0
855,2015,38,Travel_Rarely,Research & Development,2,3,Medical,1,Female,3,Sales Executive,Married,49080,4,Y,19,8,1,7,3,5,1,4,3,2,3,2,3,1,Resignation,Others,2016.0,1.0
879,2015,28,Travel_Rarely,Human Resources,1,3,Medical,1,Female,2,Laboratory Technician,Married,24130,1,Y,16,8,1,1,2,1,0,0,3,2,3,3,3,1,Resignation,Others,2016.0,4.0
896,2015,18,Travel_Frequently,Research & Development,3,5,Medical,1,Male,1,Research Director,Single,24790,1,Y,12,8,1,0,2,0,0,0,2,4,4,2,3,1,Fired,Not Applicable,2016.0,3.0
905,2015,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9,Y,12,8,1,15,0,13,6,0,4,1,3,3,3,1,Resignation,Others,2016.0,2.0
910,2015,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,2,Manager,Divorced,173990,6,Y,12,8,0,7,3,2,2,2,3,4,2,1,3,1,Resignation,Others,2016.0,7.0
914,2015,40,Travel_Rarely,Sales,16,4,Marketing,1,Male,1,Research Director,Single,36330,3,Y,16,8,2,10,0,4,0,3,1,1,1,3,3,1,Resignation,Others,2016.0,9.0
929,2015,35,Travel_Frequently,Research & Development,17,4,Medical,1,Male,1,Research Director,Single,54720,3,Y,11,8,1,13,3,11,6,7,4,4,4,2,3,1,Resignation,Salary,2016.0,2.0
944,2015,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1,Y,12,8,0,5,3,5,1,2,4,3,3,3,3,1,Resignation,Salary,2016.0,5.0
947,2015,48,Travel_Frequently,Sales,10,2,Marketing,1,Male,1,Healthcare Representative,Married,63470,2,Y,12,8,1,19,3,9,7,7,4,3,3,1,3,1,Resignation,Others,2016.0,7.0
948,2015,32,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Research Scientist,Single,27430,1,Y,19,8,1,1,2,1,0,0,4,2,3,3,3,1,Resignation,Others,2016.0,7.0
956,2015,23,Travel_Rarely,Research & Development,12,2,Medical,1,Male,2,Research Scientist,Divorced,75250,1,Y,14,8,2,3,2,3,0,2,3,4,3,3,3,1,Resignation,Salary,2016.0,9.0
965,2015,24,Travel_Rarely,Sales,6,2,Medical,1,Female,2,Manager,Married,20070,1,Y,12,8,0,1,2,1,0,0,4,3,3,2,3,1,Fired,Not Applicable,2016.0,3.0
966,2015,47,Travel_Frequently,Research & Development,1,3,Medical,1,Female,2,Sales Executive,Married,196270,7,Y,11,8,2,25,1,23,14,10,3,3,1,3,3,1,Resignation,Others,2016.0,7.0
979,2015,36,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Manufacturing Director,Divorced,33760,5,Y,20,8,0,16,3,2,2,2,2,1,3,3,4,1,Resignation,Stress,2016.0,11.0
980,2015,32,Travel_Rarely,Research & Development,26,3,Medical,1,Female,2,Research Director,Single,88230,6,Y,13,8,2,10,3,0,0,0,1,2,3,3,3,1,Resignation,Salary,2016.0,2.0
989,2015,30,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Female,1,Human Resources,Divorced,22070,6,Y,14,8,0,6,4,4,1,2,3,4,2,3,3,1,Resignation,Others,2016.0,6.0
992,2015,29,Travel_Rarely,Sales,4,3,Marketing,1,Male,5,Research Scientist,Single,36910,1,Y,13,8,0,2,3,2,2,2,2,2,3,3,3,1,Resignation,Stress,2016.0,3.0
998,2015,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Male,1,Sales Executive,Single,43020,2,Y,13,8,0,11,3,0,0,0,1,1,2,1,3,1,Resignation,Others,2016.0,12.0
1000,2015,31,Travel_Rarely,Human Resources,9,4,Human Resources,1,Male,2,Laboratory Technician,Married,168850,2,Y,14,8,2,10,2,1,0,0,1,3,3,3,3,1,Resignation,Others,2016.0,5.0
1005,2015,43,Travel_Frequently,Research & Development,1,4,Other,1,Male,3,Sales Executive,Married,76550,9,Y,12,8,1,6,3,1,0,0,3,3,3,3,3,1,Resignation,Salary,2016.0,5.0
1014,2015,21,Travel_Rarely,Sales,1,2,Marketing,1,Male,5,Healthcare Representative,Single,27910,1,Y,14,8,0,1,3,1,1,0,2,2,3,4,3,1,Resignation,Salary,2016.0,1.0
1016,2015,22,Travel_Rarely,Research & Development,1,3,Other,1,Male,4,Research Scientist,Married,49680,1,Y,14,8,0,1,3,1,0,0,3,1,3,3,3,1,Resignation,Others,2016.0,7.0
1022,2015,44,Travel_Frequently,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Divorced,28440,1,Y,12,8,0,6,2,5,2,3,3,2,2,4,3,1,Resignation,Stress,2016.0,7.0
1024,2015,35,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Research Scientist,Single,19040,1,Y,22,8,1,10,4,10,7,7,3,4,3,3,4,1,Resignation,Others,2016.0,5.0
1033,2015,34,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,1,Manufacturing Director,Married,134990,4,Y,23,8,2,11,2,7,0,7,4,1,2,4,4,1,Resignation,Stress,2016.0,8.0
1034,2015,37,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,137580,1,Y,11,8,1,10,5,10,0,8,4,1,1,3,3,1,Resignation,Others,2016.0,9.0
1040,2015,26,Travel_Rarely,Human Resources,2,1,Technical Degree,1,Female,3,Sales Executive,Married,65780,0,Y,15,8,2,6,3,5,1,4,4,2,3,2,3,1,Resignation,Others,2016.0,3.0
1041,2015,46,Travel_Rarely,Research & Development,10,3,Medical,1,Male,1,Sales Executive,Married,44220,4,Y,11,8,1,13,2,9,3,7,4,2,4,3,3,1,Resignation,Others,2016.0,12.0
1055,2015,31,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Laboratory Technician,Married,21680,0,Y,14,8,1,2,2,1,0,0,4,1,3,3,3,1,Resignation,Salary,2016.0,5.0
1056,2015,29,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Manager,Divorced,28530,4,Y,14,8,1,4,5,2,2,0,1,1,3,2,3,1,Resignation,Salary,2016.0,3.0
1069,2015,32,Travel_Rarely,Research & Development,1,1,Medical,1,Male,2,Laboratory Technician,Single,27410,7,Y,11,8,0,7,3,2,2,2,3,2,2,3,3,1,Resignation,Others,2016.0,1.0
1075,2015,29,Travel_Frequently,Research & Development,13,2,Life Sciences,1,Female,1,Laboratory Technician,Single,52200,1,Y,17,8,0,1,3,1,1,0,4,4,2,2,3,1,Resignation,Salary,2016.0,1.0
1076,2015,46,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Sales Representative,Married,27430,5,Y,25,8,1,14,1,8,0,7,3,2,3,4,4,1,Resignation,Others,2016.0,2.0
1081,2015,30,Travel_Rarely,Sales,12,4,Life Sciences,1,Female,2,Sales Executive,Single,49500,1,Y,12,8,2,1,3,1,0,0,2,4,2,3,3,1,Resignation,Salary,2016.0,7.0
1082,2015,22,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,2,Laboratory Technician,Single,35790,1,Y,19,8,3,1,3,1,0,0,4,2,3,3,3,1,Resignation,Salary,2016.0,5.0
1096,2015,34,Non-Travel,Research & Development,27,2,Life Sciences,1,Female,1,Sales Representative,Married,36920,1,Y,12,8,1,5,5,5,3,0,4,1,3,3,3,1,Resignation,Others,2016.0,9.0
1097,2015,56,Travel_Rarely,Human Resources,1,2,Medical,1,Female,5,Sales Executive,Single,25590,1,Y,21,8,0,5,3,4,1,0,1,4,3,3,4,1,Resignation,Others,2016.0,9.0
1108,2015,29,Travel_Frequently,Human Resources,2,4,Human Resources,1,Male,2,Sales Executive,Single,28750,1,Y,11,8,0,1,3,1,0,0,3,1,3,3,3,1,Resignation,Others,2016.0,6.0
1112,2015,28,Travel_Rarely,Research & Development,25,3,Technical Degree,1,Male,1,Research Director,Single,187890,3,Y,16,8,1,6,4,2,2,2,4,3,3,3,3,1,Resignation,Stress,2016.0,8.0
1118,2015,32,Travel_Frequently,Research & Development,9,3,Life Sciences,1,Male,2,Laboratory Technician,Single,191900,3,Y,17,8,1,8,2,4,0,3,1,3,3,3,3,1,Resignation,Salary,2016.0,2.0
1122,2015,27,Travel_Frequently,Sales,8,1,Life Sciences,1,Male,4,Laboratory Technician,Married,102310,1,Y,13,8,1,1,2,1,0,0,1,2,3,3,3,1,Resignation,Others,2016.0,5.0
1133,2015,28,Travel_Rarely,Sales,7,5,Life Sciences,1,Female,2,Sales Representative,Divorced,171230,5,Y,15,8,1,6,2,4,0,3,3,4,2,2,3,1,Resignation,Others,2016.0,11.0
1138,2015,31,Travel_Frequently,Research & Development,2,1,Other,1,Male,3,Sales Executive,Married,70940,1,Y,14,8,1,10,2,10,0,8,1,4,3,3,3,1,Resignation,Salary,2016.0,10.0
1139,2015,53,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6,Y,15,8,1,15,4,2,2,2,1,1,2,3,3,1,Resignation,Others,2016.0,5.0
1181,2015,23,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,Married,61790,1,Y,11,8,0,1,3,1,1,0,4,1,2,3,3,1,Resignation,Salary,2016.0,1.0
1185,2015,29,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,Married,29960,9,Y,25,8,0,4,4,2,2,2,1,4,4,3,4,1,Resignation,Stress,2016.0,12.0
1187,2015,56,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,Married,40780,8,Y,24,8,1,14,3,10,9,8,4,3,1,3,4,1,Resignation,Others,2016.0,3.0
1195,2015,50,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,Divorced,167990,7,Y,14,8,1,12,2,6,0,1,2,3,3,2,3,1,Resignation,Salary,2016.0,11.0
1204,2015,50,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,Divorced,173280,4,Y,15,8,2,20,1,3,2,0,4,1,3,3,3,1,Resignation,Salary,2016.0,5.0
1213,2015,41,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Single,20990,8,Y,12,8,1,8,2,6,0,5,2,4,1,3,3,1,Resignation,Salary,2016.0,3.0
1215,2015,37,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,56470,6,Y,19,8,0,7,2,0,0,0,4,3,3,3,3,1,Resignation,Salary,2016.0,1.0
1227,2015,28,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,5,Research Director,Single,100960,5,Y,13,8,0,6,2,4,0,3,3,3,3,3,3,1,Resignation,Others,2016.0,2.0
1234,2015,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Research Director,Single,54860,7,Y,12,8,1,10,2,5,0,3,3,1,3,3,3,1,Resignation,Salary,2016.0,5.0
1237,2015,34,Travel_Rarely,Sales,15,2,Marketing,1,Female,2,Research Scientist,Single,84630,2,Y,13,8,0,8,2,4,1,3,2,1,3,1,3,1,Resignation,Stress,2016.0,5.0
1239,2015,32,Travel_Frequently,Research & Development,10,3,Medical,1,Female,2,Manufacturing Director,Single,165980,1,Y,13,8,0,10,2,10,6,7,2,1,3,3,3,1,Resignation,Others,2016.0,1.0
1246,2015,39,Travel_Rarely,Human Resources,1,4,Medical,1,Male,1,Sales Executive,Married,36730,3,Y,14,8,1,19,3,1,0,0,4,4,4,3,3,1,Resignation,Stress,2016.0,6.0
1247,2015,24,Travel_Rarely,Human Resources,2,5,Human Resources,1,Male,3,Sales Executive,Married,47680,2,Y,11,8,1,6,2,2,2,0,2,4,2,2,3,1,Resignation,Salary,2016.0,9.0
1249,2015,50,Travel_Rarely,Research & Development,12,4,Medical,1,Male,1,Research Director,Married,49000,1,Y,11,8,0,3,3,3,0,2,1,3,3,2,3,1,Resignation,Others,2016.0,2.0
1255,2015,26,Travel_Rarely,Sales,4,3,Marketing,1,Male,2,Manager,Single,24040,1,Y,12,8,0,1,6,1,0,1,1,3,2,3,3,1,Fired,Not Applicable,2016.0,12.0
1258,2015,41,Travel_Rarely,Sales,20,4,Marketing,1,Male,2,Sales Executive,Married,102090,1,Y,13,8,1,23,2,22,15,8,2,3,3,3,3,1,Resignation,Others,2016.0,10.0
1263,2015,48,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,1,Sales Executive,Single,45910,9,Y,16,8,0,23,6,1,0,0,1,3,3,1,3,1,Resignation,Others,2016.0,3.0
1264,2015,28,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Sales Executive,Single,25610,1,Y,22,8,1,2,3,2,2,2,3,3,2,3,4,1,Resignation,Stress,2016.0,1.0
1282,2015,36,Travel_Rarely,Sales,7,2,Life Sciences,1,Male,4,Laboratory Technician,Married,144110,0,Y,18,8,3,2,2,1,0,0,4,3,2,4,3,1,Resignation,Others,2016.0,5.0
1302,2015,46,Travel_Rarely,Sales,1,2,Medical,1,Female,2,Research Scientist,Single,97140,1,Y,22,8,0,9,0,9,4,7,3,4,3,3,4,1,Resignation,Others,2016.0,9.0
1313,2015,37,Travel_Rarely,Human Resources,9,3,Human Resources,1,Male,2,Healthcare Representative,Divorced,54840,2,Y,17,8,0,7,4,3,0,2,3,1,3,3,3,1,Resignation,Others,2016.0,5.0
1315,2015,20,Travel_Frequently,Sales,4,4,Life Sciences,1,Female,2,Healthcare Representative,Single,99240,1,Y,22,8,0,1,3,1,1,0,4,4,3,3,4,1,Resignation,Salary,2016.0,8.0
1320,2015,25,Travel_Rarely,Sales,10,1,Marketing,1,Male,2,Research Director,Single,82370,1,Y,13,8,0,6,6,6,0,3,3,3,3,2,3,1,Resignation,Salary,2016.0,7.0
1324,2015,34,Travel_Frequently,Human Resources,4,4,Life Sciences,1,Female,5,Sales Executive,Single,55620,1,Y,15,8,0,9,3,9,0,6,1,3,3,3,3,1,Resignation,Others,2016.0,7.0
1335,2015,56,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Laboratory Technician,Married,33120,9,Y,19,8,0,7,1,5,4,3,2,2,3,1,3,1,Resignation,Stress,2016.0,5.0
1337,2015,31,Travel_Rarely,Research & Development,2,4,Technical Degree,1,Female,3,Sales Executive,Married,21410,4,Y,20,8,0,12,2,7,7,7,2,3,2,3,4,1,Resignation,Salary,2016.0,2.0
1339,2015,58,Travel_Rarely,Sales,2,2,Medical,1,Female,1,Research Scientist,Married,43850,1,Y,13,8,1,40,2,40,15,6,4,4,2,2,3,1,Resignation,Stress,2016.0,4.0
1340,2015,19,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,1,Manager,Single,53320,1,Y,23,8,1,0,2,0,0,0,4,3,2,3,4,1,Resignation,Stress,2016.0,4.0
1345,2015,31,Travel_Rarely,Research & Development,15,1,Medical,1,Female,2,Sales Executive,Married,40660,3,Y,22,8,0,4,2,2,2,2,2,3,3,2,4,1,Resignation,Others,2016.0,10.0
1349,2015,51,Travel_Frequently,Research & Development,6,3,Life Sciences,1,Female,1,Manager,Single,15690,2,Y,11,8,0,18,2,4,0,3,1,4,3,4,3,1,Resignation,Salary,2016.0,12.0
1353,2015,32,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Single,41480,7,Y,15,8,0,10,0,5,0,4,1,1,4,2,3,1,Resignation,Others,2016.0,11.0
1384,2015,19,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Male,2,Healthcare Representative,Single,41870,0,Y,22,8,1,1,4,0,0,0,3,1,4,3,4,1,Fired,Not Applicable,2016.0,1.0
1390,2015,19,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,2,Sales Executive,Single,159720,1,Y,21,8,0,1,2,1,1,0,2,4,2,3,4,1,Resignation,Others,2016.0,7.0
1395,2015,41,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Male,5,Laboratory Technician,Single,53470,1,Y,24,8,1,4,1,4,0,2,2,2,2,3,4,1,Resignation,Others,2016.0,2.0
1405,2015,35,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,2,Research Director,Married,108830,3,Y,12,8,0,8,3,1,0,1,2,3,3,4,3,1,Resignation,Others,2016.0,3.0
1417,2015,38,Travel_Rarely,Sales,6,4,Life Sciences,1,Female,3,Research Scientist,Married,107480,7,Y,15,8,0,17,3,1,0,0,2,1,3,3,3,1,Resignation,Others,2016.0,7.0
1418,2015,29,Travel_Rarely,Sales,10,2,Life Sciences,1,Female,2,Research Scientist,Married,15550,1,Y,19,8,2,10,2,10,1,9,2,4,2,3,3,1,Resignation,Stress,2016.0,10.0
1423,2015,32,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Healthcare Representative,Married,34770,1,Y,11,8,0,14,2,14,9,8,4,4,2,4,3,1,Resignation,Stress,2016.0,7.0
1427,2015,30,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,Single,55620,5,Y,13,8,0,8,3,5,0,4,4,1,3,2,3,1,Resignation,Salary,2016.0,10.0
1429,2015,30,Travel_Frequently,Sales,3,2,Medical,1,Male,2,Healthcare Representative,Single,28620,5,Y,14,8,0,9,2,6,0,1,3,1,2,2,3,1,Resignation,Stress,2016.0,3.0
1430,2015,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,49780,0,Y,13,8,0,7,3,6,1,5,3,3,2,2,3,1,Resignation,Others,2016.0,2.0
1442,2015,29,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Female,1,Research Scientist,Single,21800,1,Y,21,8,0,4,2,4,0,1,3,4,2,3,4,1,Resignation,Others,2016.0,7.0
1447,2015,33,Travel_Rarely,Sales,11,4,Marketing,1,Male,1,Research Scientist,Married,71400,5,Y,21,8,0,8,2,5,0,4,3,4,1,2,4,1,Resignation,Salary,2016.0,9.0
1449,2015,33,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Manager,Married,51470,7,Y,11,8,0,13,2,9,1,7,1,1,4,3,3,1,Resignation,Others,2016.0,2.0
1452,2015,32,Travel_Rarely,Sales,23,1,Life Sciences,1,Male,3,Healthcare Representative,Single,24680,0,Y,11,8,0,4,2,3,1,2,4,3,1,3,3,1,Resignation,Salary,2016.0,9.0
1463,2015,37,Travel_Frequently,Sales,2,3,Marketing,1,Male,1,Laboratory Technician,Divorced,40010,6,Y,11,8,1,17,2,1,0,0,1,3,3,3,3,1,Resignation,Salary,2016.0,9.0
1472,2015,31,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Research Scientist,Single,41890,0,Y,23,8,1,6,3,5,1,4,3,2,4,2,4,1,Fired,Not Applicable,2016.0,4.0
1477,2015,28,Travel_Rarely,Research & Development,11,2,Medical,1,Male,2,Sales Executive,Single,58130,2,Y,20,8,1,5,2,0,0,0,3,3,1,3,4,1,Resignation,Salary,2016.0,8.0
1484,2015,47,Non-Travel,Research & Development,1,1,Medical,1,Male,1,Research Scientist,Married,57620,1,Y,11,8,2,10,4,10,9,9,1,2,2,2,3,1,Resignation,Salary,2016.0,6.0
1499,2015,44,Travel_Frequently,Research & Development,1,2,Medical,1,Male,2,Research Scientist,Divorced,103330,3,Y,14,8,1,19,2,1,0,0,4,3,1,2,3,1,Resignation,Others,2016.0,3.0
1501,2015,26,Travel_Rarely,Research & Development,4,3,Medical,1,Male,3,Research Scientist,Divorced,68540,2,Y,11,8,0,5,5,3,0,2,1,2,3,2,3,1,Resignation,Others,2016.0,2.0
1506,2015,26,Travel_Rarely,Research & Development,8,3,Medical,1,Male,2,Manager,Single,157870,1,Y,12,8,2,8,5,8,7,4,4,4,3,3,3,1,Resignation,Stress,2016.0,8.0
1509,2015,18,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Sales Executive,Single,23350,1,Y,14,8,2,0,3,0,0,0,3,3,3,2,3,1,Resignation,Salary,2016.0,1.0
1530,2015,52,Travel_Rarely,Research & Development,7,1,Life Sciences,1,Female,2,Research Scientist,Married,47740,2,Y,18,8,1,11,2,8,7,7,3,2,2,3,3,1,Resignation,Others,2016.0,8.0
1536,2015,28,Travel_Rarely,Research & Development,9,4,Medical,1,Male,1,Sales Executive,Married,56730,5,Y,14,8,1,5,4,3,2,2,1,4,2,2,3,1,Resignation,Salary,2016.0,7.0
1540,2015,39,Travel_Rarely,Research & Development,1,1,Medical,1,Female,1,Laboratory Technician,Married,42840,4,Y,17,8,1,12,0,1,0,0,4,3,2,3,3,1,Resignation,Others,2016.0,12.0
1549,2015,29,Travel_Rarely,Research & Development,29,3,Medical,1,Female,1,Research Scientist,Married,23070,1,Y,13,8,1,7,0,7,0,7,2,1,2,3,3,1,Resignation,Salary,2016.0,10.0
1570,2015,21,Travel_Frequently,Research & Development,9,3,Medical,1,Female,4,Manufacturing Director,Single,178750,1,Y,12,8,0,3,5,3,1,2,1,2,3,2,3,1,Resignation,Salary,2016.0,4.0
1576,2015,33,Travel_Rarely,Human Resources,28,2,Human Resources,1,Female,5,Manager,Single,55610,1,Y,21,8,1,1,3,1,0,0,4,3,3,1,4,1,Resignation,Others,2016.0,5.0
1579,2015,41,Travel_Frequently,Research & Development,16,1,Medical,1,Female,1,Research Scientist,Single,28100,1,Y,11,8,0,8,3,8,7,7,1,2,3,4,3,1,Resignation,Stress,2016.0,10.0
1581,2015,40,Travel_Rarely,Research & Development,8,3,Medical,1,Female,1,Healthcare Representative,Married,86280,2,Y,20,8,0,8,2,6,1,0,3,3,3,2,4,1,Resignation,Salary,2016.0,12.0
1583,2015,21,Travel_Rarely,Human Resources,10,2,Human Resources,1,Male,1,Laboratory Technician,Single,53730,1,Y,12,8,1,1,2,1,0,0,3,2,3,3,3,1,Resignation,Stress,2016.0,11.0
1591,2015,34,Non-Travel,Research & Development,7,3,Life Sciences,1,Male,1,Sales Representative,Single,56170,8,Y,25,8,1,9,3,5,0,4,1,4,2,3,4,1,Resignation,Others,2016.0,10.0
1595,2015,26,Travel_Frequently,Sales,14,3,Life Sciences,1,Male,2,Manager,Single,75100,0,Y,18,8,3,7,3,6,0,4,3,1,3,3,3,1,Resignation,Others,2016.0,2.0
1598,2015,30,Travel_Frequently,Sales,3,2,Marketing,1,Male,3,Research Scientist,Single,11290,9,Y,19,8,0,3,2,1,0,0,3,4,3,2,3,1,Resignation,Others,2016.0,8.0
1618,2015,25,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,3,Laboratory Technician,Married,26600,5,Y,13,8,0,6,3,2,0,2,1,1,3,3,3,1,Resignation,Others,2016.0,10.0
1627,2015,24,Travel_Rarely,Research & Development,27,2,Medical,1,Male,1,Research Scientist,Single,104220,1,Y,17,8,1,6,0,5,1,4,1,2,3,2,3,1,Resignation,Others,2016.0,7.0
1628,2015,34,Travel_Frequently,Research & Development,5,3,Medical,1,Male,2,Research Scientist,Divorced,137440,0,Y,20,8,1,3,3,2,1,0,4,3,2,3,4,1,Resignation,Salary,2016.0,8.0
1634,2015,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5,Y,16,8,1,6,4,2,1,1,3,2,4,2,3,1,Fired,Not Applicable,2016.0,6.0
1635,2015,19,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Sales Executive,Single,76440,1,Y,15,8,2,1,2,1,0,0,1,4,4,3,3,1,Resignation,Others,2016.0,3.0
1648,2015,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,4,Research Director,Married,67280,7,Y,22,8,0,15,2,7,7,7,2,3,4,2,4,1,Resignation,Others,2016.0,6.0
1649,2015,33,Travel_Rarely,Sales,5,4,Marketing,1,Male,2,Research Director,Divorced,66520,7,Y,25,8,0,8,5,4,1,3,1,4,3,3,4,1,Resignation,Stress,2016.0,12.0
1652,2015,31,Travel_Frequently,Research & Development,22,2,Medical,1,Female,2,Sales Executive,Married,56890,3,Y,15,8,2,12,2,1,0,0,1,3,3,2,3,1,Resignation,Others,2016.0,6.0
